Gene	SRR2072599	SRR2072600	SRR2072601	SRR2072602	SRR2072603	SRR2072604	SRR2072605	SRR2072606	SRR2072608	SRR2072609
ENSG00000000003	8.605431	3.2113976	2.1131516	5.235984	9.36678	6.5344424	9.971132	4.9258265	11.445088	4.648664
ENSG00000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000000419	429.1408	408.0953	477.32135	327.20712	398.55533	416.2873	487.30936	333.5671	292.67892	361.4436
ENSG00000000457	423.29556	199.41739	371.8666	116.198135	488.29105	141.84766	316.85068	191.90848	152.24707	240.54211
ENSG00000000460	101.44713	37.527924	109.85659	58.860756	161.15103	40.013145	151.14963	44.26456	17.879969	122.6016
ENSG00000000938	445.36096	5075.8467	15161.224	11745.9375	548.66907	4629.9653	14385.405	13294.352	6194.2754	13095.318
ENSG00000000971	0.25225058	6.2295856	0.0	0.0	7.2382894	23.734402	0.0	20.612154	5.9745193	0.0
ENSG00000001036	135.657	524.6119	781.26434	786.27	132.42375	491.71506	645.3655	726.6399	546.41504	592.80566
ENSG00000001084	382.42188	877.3441	796.13214	429.49033	657.1135	953.5325	1002.9461	459.25177	813.35455	453.04892
ENSG00000001167	565.66064	345.8363	204.05602	480.67465	887.5587	266.20544	216.95042	460.166	329.10645	277.1538
ENSG00000001460	48.40257	58.246376	23.026276	13.337514	48.830242	25.288336	30.353825	12.043093	23.404545	17.182907
ENSG00000001461	377.75946	311.6169	118.44997	156.85204	496.89618	327.643	154.02432	96.061676	376.03857	162.77043
ENSG00000001497	287.43417	394.9926	448.30783	251.0556	357.2819	446.68372	440.57526	213.71439	460.61646	434.26495
ENSG00000001561	138.26314	302.8808	58.681396	31.842833	171.29918	365.2697	318.0833	97.80669	705.98956	206.68892
ENSG00000001617	0.0	3.645998	0.0	2.9329226	10.537476	5.2722406	4.0414267	7.3263235	0.7015046	0.0
ENSG00000001626	4.3756213	0.0	0.16730863	6.6459236	6.882888	4.536453	6.8075128	2.24141	4.516897	5.0427575
ENSG00000001629	552.0462	384.57956	655.47974	464.2659	747.39417	603.96796	511.80664	355.5961	661.4574	458.53476
ENSG00000001630	135.28893	444.8332	297.3485	209.22935	185.35081	545.5374	270.61993	141.29747	581.9955	155.79352
ENSG00000001631	332.98688	293.2054	248.30728	240.57169	377.3978	465.88962	241.51842	253.67337	324.95978	240.07788
ENSG00000002016	39.766502	34.818542	32.061474	34.075603	30.003199	69.08129	22.377722	55.26871	42.612453	37.01809
ENSG00000002330	197.98798	239.25723	198.22052	197.52126	191.64897	185.04424	205.29857	239.27931	171.02383	123.53301
ENSG00000002549	775.04297	1769.2723	1172.0244	1627.7468	1391.8239	1236.1595	1346.0875	1983.7738	1869.5234	2406.5393
ENSG00000002586	1219.8173	1338.6696	189.16673	1952.8129	1170.127	778.4249	229.0448	1222.0715	1421.4796	155.39445
ENSG00000002587	145.92737	4.2288136	5.8277826	1.0788292	324.3988	17.042723	2.626456	3.316733	6.4544563	2.091728
ENSG00000002726	9.884121	8.823235	1.9190959	15.790685	5.7430763	3.535433	7.810802	2.891371	9.512376	7.629068
ENSG00000002745	0.0	9.842306	1.2555689	1.2517695	1.2556674	36.74867	2.560416	1.2549446	19.611547	0.0
ENSG00000002746	30.944584	0.48883042	0.48985603	0.0	6.994201	0.48801538	0.0	24.037664	0.49118045	0.9918653
ENSG00000002822	252.08559	493.51953	1127.3943	432.90527	227.15285	210.79686	396.8073	148.03004	326.11124	466.46875
ENSG00000002834	3398.4595	3395.4941	4982.071	4295.4805	3945.345	2887.0544	5871.4375	4676.239	3667.2007	4876.147
ENSG00000002919	315.13516	442.3484	866.8459	464.71246	176.02852	445.28488	718.6421	583.6899	461.0412	571.6516
ENSG00000002933	14.184122	39.26306	241.31804	1596.0068	6.779215	17.917679	18.439342	176.7422	30.524672	432.266
ENSG00000003056	2254.4011	2147.536	3072.9429	2165.431	2395.6833	1856.0803	2643.1506	2040.7324	2503.4678	3135.8645
ENSG00000003096	31.699972	1.5726823	0.0	0.0	43.273815	0.0	1.02056	0.0	0.0	0.0
ENSG00000003137	4.5058846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29829785	0.0
ENSG00000003147	8.629099	26.491505	18.082176	97.89085	9.797125	42.516914	11.597941	113.595604	32.23575	8.367891
ENSG00000003249	10.773539	11.88813	0.0	0.0	4.9947844	17.425238	2.541075	0.84256935	13.143514	0.0
ENSG00000003393	1002.60504	105.73856	162.96797	189.52426	1147.5029	135.94228	216.58669	212.32394	128.44241	225.2284
ENSG00000003400	340.24908	474.79852	779.82745	743.3962	762.51025	707.2289	666.6975	716.6379	665.3257	779.975
ENSG00000003402	6059.0986	4185.6895	3758.9043	2983.3828	5825.369	2941.2825	4419.7227	4032.7874	3289.9048	4395.7896
ENSG00000003436	338.7895	102.21808	19.917568	43.987637	538.9541	134.00113	60.289104	54.02266	96.875084	32.15498
ENSG00000003509	167.42116	146.17854	150.94873	114.07294	206.25806	164.65721	238.91959	177.74428	121.985634	116.41043
ENSG00000003756	2886.5198	1764.8882	1864.9005	1889.1067	2279.7693	2603.1458	1870.0988	1955.8934	1789.3774	1331.806
ENSG00000003987	116.66919	27.139435	32.713764	37.525997	44.850296	36.10983	35.283966	35.536118	56.545742	57.392212
ENSG00000003989	0.953726	0.0	0.0	0.0	4.917321	3.0146215	0.0	0.9896027	0.0	0.0
ENSG00000004059	1237.6475	2751.485	1685.6178	1994.7113	1180.9589	2171.6726	1820.8446	1751.2354	2496.8179	1587.1278
ENSG00000004139	77.101654	180.40146	263.40488	94.526306	56.973766	199.38293	218.72433	133.51862	213.09471	358.56018
ENSG00000004142	439.7601	713.4635	783.94366	633.6018	451.3941	631.43774	827.0404	656.87085	740.5384	690.34143
ENSG00000004399	1043.6156	2575.337	4194.0327	5341.72	966.68176	1237.3711	1332.4587	4740.131	1398.3048	1337.753
ENSG00000004455	1028.9517	933.5491	1364.2782	523.2644	561.7801	906.1579	972.9149	1012.97614	1937.5372	1217.6815
ENSG00000004468	176.86409	228.65292	44.353626	92.18078	454.8294	364.58517	100.06063	257.90747	507.511	82.56391
ENSG00000004478	68.41844	79.90079	324.10355	197.51833	126.482	278.92917	285.22034	197.09651	282.69556	286.26773
ENSG00000004487	1868.0632	762.1446	661.3649	528.0275	1834.1504	862.02795	799.6309	595.06647	732.21466	610.23846
ENSG00000004534	1464.0759	1251.778	1140.3615	919.9308	1473.7284	1394.4178	926.4088	1003.105	1538.144	1006.8511
ENSG00000004660	153.44418	371.94116	961.3789	352.77032	289.91302	433.0311	1276.0557	554.50745	258.93954	872.1086
ENSG00000004700	394.96106	524.87103	760.2894	373.55594	360.07306	508.59048	785.4272	480.9706	506.80072	799.4521
ENSG00000004766	125.4141	120.77459	119.039	125.41429	162.75945	154.55531	123.436104	82.94533	191.03552	157.04878
ENSG00000004776	1.4893563	0.0	0.0	0.0	0.0	0.0	0.0	0.65655273	0.0	0.0
ENSG00000004777	322.34045	282.03555	146.41296	111.047485	409.86478	77.119125	110.314	102.477005	218.58623	171.34212
ENSG00000004779	131.03236	334.3926	383.4307	213.33424	181.02605	296.69626	423.70886	248.20525	329.18408	337.93283
ENSG00000004799	62.086254	459.3954	2754.3455	1840.0106	64.38588	648.7918	2335.7395	1956.1746	570.96875	3419.9495
ENSG00000004809	5.538266	2.93535	1.9447068	27.576431	3.7830143	13.271999	7.716747	39.710384	3.911314	1.9381013
ENSG00000004838	55.30818	11.336128	22.406511	28.454777	45.856018	22.666267	7.360977	33.62099	21.997272	6.2250333
ENSG00000004846	13.665452	1.0252823	2.4068835	0.99669296	8.761117	6.897595	10.1875725	7.303587	0.99074227	2.0498827
ENSG00000004848	1.0158144	0.98078763	0.0	0.0	2.0908601	1.0177585	0.0	1.0067406	0.0	0.97545147
ENSG00000004864	242.48752	363.12573	511.836	329.68185	407.30237	456.25195	447.98126	302.01447	291.57654	230.5184
ENSG00000004866	77.74368	169.0567	77.460335	74.15779	95.60263	186.3386	78.7067	56.12075	194.49452	62.57198
ENSG00000004897	720.6924	872.83453	787.8079	701.7385	744.4503	1003.51416	873.8824	805.8701	884.77246	657.7055
ENSG00000004939	6.228682	1.9832687	5.322574	5.817134	9.016012	5.96493	4.494424	5.824701	2.5538845	5.986042
ENSG00000004948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000004961	88.07191	144.43343	238.56728	139.10791	109.0778	131.50204	208.69911	159.16672	166.02855	185.15707
ENSG00000004975	322.6359	298.61832	249.63268	163.55362	263.1419	305.44128	293.89233	155.1717	418.25156	163.4339
ENSG00000005001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9738411
ENSG00000005007	1817.5543	1528.0587	2478.7002	1367.9164	1412.1719	1597.5193	1917.151	1498.2596	1374.3574	1954.5895
ENSG00000005020	807.8328	807.73724	1558.5275	717.66144	1053.673	738.95624	994.5471	879.52625	1102.9546	1446.1283
ENSG00000005022	1702.0833	5578.6636	4570.8604	3253.6433	1818.1376	4265.1045	5168.2017	3425.3323	5637.5527	4103.5728
ENSG00000005059	196.98006	622.6264	757.26025	924.9378	389.37173	630.1242	946.62103	972.41205	782.90314	754.80597
ENSG00000005073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000005075	260.2738	396.75436	527.8455	491.37146	249.03636	345.22784	473.4271	499.5264	416.60797	381.2266
ENSG00000005100	101.32763	271.3681	178.26099	173.5534	125.92391	235.7242	177.46825	199.10747	235.65059	160.80357
ENSG00000005102	0.0	0.0	1.64156	0.0	0.80800176	0.0	1.5248915	0.0	0.0	0.0
ENSG00000005108	473.06805	19.965235	0.0	0.0	392.87946	1.0301181	1.5466982	0.0	0.0	0.5137762
ENSG00000005156	642.3872	258.71344	295.53696	393.77493	461.43008	334.23514	408.1106	528.5747	268.93588	353.10468
ENSG00000005175	201.09636	212.44124	483.55396	151.61345	300.97192	223.19867	449.26154	188.61212	242.32362	499.50113
ENSG00000005187	71.48954	44.366108	40.017918	48.751694	67.69129	97.97622	39.888634	78.07811	40.20797	28.315075
ENSG00000005189	405.38434	34.906242	2.713863	5.3719373	311.24524	13.241036	3.274248	11.628275	27.474472	12.199586
ENSG00000005194	307.7272	395.49023	432.14148	472.34317	288.7531	429.84366	557.1468	377.70007	366.6802	383.36646
ENSG00000005206	951.82556	1039.7242	675.8869	749.3167	1163.9337	1181.1571	523.1003	706.61804	1289.4423	787.294
ENSG00000005238	429.42004	905.9157	2996.3303	1636.9009	421.74023	649.8647	2834.9082	1613.5587	731.35785	2880.9644
ENSG00000005243	0.0	1.9213563	5.7130284	61.83393	0.0	0.57689226	5.7890134	16.395037	7.8491	51.82621
ENSG00000005249	104.156715	344.36807	128.57863	177.38242	177.3542	308.84048	238.58047	177.72633	386.45538	157.09857
ENSG00000005302	965.34955	613.1755	688.4591	746.4751	1629.7279	1069.9491	639.5434	1027.1807	923.874	642.9083
ENSG00000005339	7137.7676	4380.87	3401.3005	4138.774	5142.57	4304.4785	4330.4795	5450.3154	2888.0896	2055.259
ENSG00000005379	498.2839	3939.847	136.1194	436.84958	620.203	3504.4736	151.9863	303.77185	3030.571	208.05699
ENSG00000005381	0.39653903	19.539698	106.12274	401.80167	55.66435	3.2324443	179.54024	254.61241	9.623055	14.575478
ENSG00000005421	0.0	0.6525778	0.0	0.0	0.0	5.329174	0.0	0.63512105	0.0	0.0
ENSG00000005436	121.42661	210.51366	128.50029	102.96882	151.15271	230.75151	132.5473	90.74115	180.99355	124.52213
ENSG00000005448	65.60929	90.18228	57.62174	37.89129	94.60825	95.69769	60.10341	18.790672	102.34634	47.40823
ENSG00000005469	83.87451	49.17786	55.190155	61.31071	61.77252	80.47599	52.532387	16.193497	87.485634	59.00524
ENSG00000005471	4.232757	42.818962	1.3811674	8.129089	19.552319	89.41269	6.3494687	0.0	58.609158	0.0
ENSG00000005483	3662.5427	3904.4402	3109.805	2501.896	4132.8145	4170.532	3142.9028	2786.8403	3757.5396	1917.4021
ENSG00000005486	4457.334	607.2439	374.2863	746.61285	2232.4905	375.35782	313.28494	526.6365	639.9218	311.13327
ENSG00000005513	0.0	2.0911076	2.1108544	0.0	1.0702806	2.3238828	0.0	0.0	1.0675168	0.0
ENSG00000005700	472.20676	615.79004	569.3106	482.336	603.3745	643.48566	908.1663	564.02325	641.8988	610.90295
ENSG00000005801	141.20332	181.18016	120.130714	121.67408	270.8644	250.55994	116.65759	116.00251	191.80087	70.922935
ENSG00000005810	1922.2589	3580.2646	2202.9226	2651.9368	2794.2527	4906.0117	2724.3801	2825.2273	3028.95	1904.3949
ENSG00000005812	1682.4672	1144.722	1520.9187	969.383	1895.2548	1402.164	1889.4231	1265.8705	929.8655	1139.5251
ENSG00000005844	2344.8862	2209.7424	16750.203	4788.298	3339.4258	2806.9905	20134.65	5028.178	3089.184	17975.715
ENSG00000005882	230.24243	152.76077	207.2475	137.04305	275.41495	106.10359	204.6209	103.116135	165.36676	202.23114
ENSG00000005884	16.070839	55.827225	24.256828	8.991275	24.220568	170.8484	12.984375	18.47032	73.65177	7.9204664
ENSG00000005889	449.14984	804.0479	603.56525	582.0827	687.9997	722.8582	605.332	833.75256	554.27856	452.36346
ENSG00000005893	724.93304	1220.5309	1896.786	2843.1594	1040.6837	1015.0671	1638.5361	3234.8535	1220.7864	1547.2391
ENSG00000005961	4723.806	23.291513	8.093912	8.099445	3002.1743	11.496546	14.139999	0.47864974	14.76023	1.5184166
ENSG00000005981	19.350952	9.719089	8.945305	14.676143	25.762016	23.789555	23.01879	19.552715	6.6637516	8.151461
ENSG00000006007	1724.1135	706.1335	1354.8646	937.13617	1215.9878	665.81085	1291.5232	1285.1498	647.00793	1042.5726
ENSG00000006015	148.49663	415.08752	290.1939	318.7691	229.53127	331.57245	277.91116	352.39096	496.4887	281.12842
ENSG00000006016	26.183475	47.266384	41.043076	15.092217	30.703684	54.266544	36.96142	28.518805	56.10793	36.52029
ENSG00000006025	584.8869	498.05695	63.39942	347.30554	513.8112	470.06882	58.1569	267.36603	488.3337	67.30504
ENSG00000006042	13.461043	0.64456236	1.2427515	3.4478333	33.372578	0.616807	1.2273299	8.884836	0.0	0.6229709
ENSG00000006047	0.0	0.0	2.731327	1.3526586	1.3653215	0.0	2.1188645	2.0744126	0.0	1.3680985
ENSG00000006059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000006062	1056.9952	2513.656	1091.3468	1093.4332	1196.0387	2070.4644	1570.6141	1235.483	1657.7411	1164.2745
ENSG00000006071	1.2119546	0.0	0.0	1.5048378	2.0860856	0.61938375	1.2471803	0.0	13.315767	3.0628092
ENSG00000006116	0.0	1.0554525	0.0	0.0	0.0	0.0	2.0079925	2.9706202	0.99343497	3.2224078
ENSG00000006118	27.736534	74.25771	15.25425	32.129215	22.926413	52.8858	16.022577	53.23432	39.370876	15.336707
ENSG00000006125	1543.5789	1390.3514	526.7641	950.82025	1729.2162	855.2772	1470.8195	989.2621	1107.0874	1805.9932
ENSG00000006128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000006194	540.56775	590.1714	398.86337	424.2617	537.56494	572.4947	365.36197	374.68185	688.2829	324.52234
ENSG00000006210	4.2401867	1.0034244	1.030012	5.042715	6.6263127	4.1514697	2.051693	2.4548235	3.9622838	2.693397
ENSG00000006282	185.273	805.227	251.40579	417.82883	495.0698	975.1329	673.8695	968.26733	287.54724	72.69201
ENSG00000006283	7.164995	4.426926	0.24095492	0.0	19.752737	5.8808713	0.0	1.9767345	6.058443	5.927263
ENSG00000006327	3.022816	295.02267	11.811582	482.2938	72.22906	12.219984	9.556337	440.18506	75.44407	78.560616
ENSG00000006377	11.540162	5.3917327	21.498182	21.147165	7.2501087	4.1945105	16.896006	12.840311	6.4051466	20.343428
ENSG00000006432	83.248924	215.07976	8.316533	7.256475	27.681877	278.56265	16.905218	1.7843288	214.134	3.5984762
ENSG00000006451	261.5252	1024.3134	328.5209	180.53467	464.68564	634.2065	318.1933	144.97157	718.4357	250.54431
ENSG00000006453	112.642876	23.945946	30.528374	40.334343	44.92845	45.890396	68.35554	90.28672	49.0686	86.102196
ENSG00000006459	2444.209	3268.2627	1185.3868	3472.2646	3123.038	3700.223	1671.2711	4399.684	2775.995	1119.2988
ENSG00000006468	0.0	0.0	1.1119121	0.0	0.0	3.320336	10.923106	0.7013189	7.797819	0.0
ENSG00000006530	352.2152	391.122	194.85947	136.99907	365.84412	248.87903	362.95395	177.67131	278.2971	185.54456
ENSG00000006534	408.1385	649.4854	2547.6785	1868.8717	597.0988	532.10925	1929.5725	1476.132	784.6511	2451.0374
ENSG00000006555	29.030214	25.939808	6.6749763	11.021884	43.54878	11.710441	11.122194	10.186379	28.723965	4.602246
ENSG00000006576	1764.3578	817.06995	2698.858	462.87012	1355.4865	887.86926	3566.6062	557.31366	421.65506	2083.4824
ENSG00000006606	0.0	0.0	0.0	0.0	0.0	0.987114	0.0	0.0	0.0	1.9953846
ENSG00000006607	696.44275	1442.9956	621.34247	395.9981	1011.181	1269.5709	453.8821	259.7997	980.8934	560.15424
ENSG00000006611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962685	0.0
ENSG00000006625	34.81374	134.05975	95.08268	132.7445	58.631905	163.73347	91.44495	106.6546	194.41046	78.261665
ENSG00000006634	512.929	465.9955	289.95813	166.13058	576.4208	531.35706	396.27753	194.28386	377.86932	238.7266
ENSG00000006638	4.6772017	9.411768	4.6509767	3.1523337	9.566646	7.7005258	5.9734387	6.42576	8.479193	8.668001
ENSG00000006652	455.1221	689.6675	394.3228	683.5227	491.61456	684.02094	482.1369	745.7255	741.63684	326.8616
ENSG00000006659	2.0077832	1.0862815	7.3144965	2.9574475	1.047441	1.9928623	1.976498	4.3908973	0.0	0.0
ENSG00000006695	60.43741	192.79555	137.97401	64.19259	67.19669	141.43886	152.07959	41.877674	137.39754	141.0925
ENSG00000006704	11.1269245	48.051872	2.1082952	13.636569	33.92555	25.100866	7.648771	11.339923	27.577822	2.1375437
ENSG00000006712	735.32135	408.5168	483.1072	394.87335	342.6021	510.99335	272.69205	355.90128	450.31027	269.08813
ENSG00000006715	277.8645	438.18518	570.57794	368.56366	296.93842	438.7813	429.2119	311.961	370.63873	513.7524
ENSG00000006740	13.623014	14.932237	4.585479	2.9830828	10.973914	19.251614	3.724223	7.457419	30.107838	4.658509
ENSG00000006744	364.9082	531.99603	649.6138	335.56726	479.5683	600.01166	664.457	371.3155	593.8732	532.2092
ENSG00000006747	82.80348	33.004417	14.623892	10.756143	64.078514	64.62091	52.60374	18.098612	28.678751	42.14925
ENSG00000006756	295.28824	257.80273	272.0381	404.7705	218.92639	149.73703	183.49992	405.3995	203.55518	218.4392
ENSG00000006757	78.04683	52.267456	82.153656	65.68613	46.56363	46.862095	74.68342	71.16696	73.58261	60.423424
ENSG00000006788	2.9586582	0.0	0.0	0.0	0.0	0.99035394	0.0	0.0	0.0	0.0
ENSG00000006831	1223.525	798.85236	1190.7753	1056.0885	555.0051	684.8396	983.9004	1020.334	898.5494	829.4143
ENSG00000006837	30.283337	25.844757	13.774523	15.872859	40.554874	50.11652	18.589676	54.473118	30.749947	21.078918
ENSG00000007001	0.0	1.0489829	0.963294	0.0	1.0190628	0.95890176	0.0	0.0	0.97237414	0.0
ENSG00000007038	141.63547	5.0093856	14.6059885	16.42688	15.692725	15.998283	3.0693653	3.7787244	11.951711	15.744051
ENSG00000007047	275.71463	262.68677	471.26874	568.0989	226.49477	208.19514	418.89862	507.20972	289.32037	351.51013
ENSG00000007062	1.6400812	0.0	0.0	0.0	0.0	0.85557646	0.85771304	0.0	0.0	0.8555532
ENSG00000007080	177.63873	301.0387	338.85904	314.19376	139.94647	260.01978	338.49777	324.7793	357.05588	353.13065
ENSG00000007129	90.51945	58.63937	11.206321	16.3407	170.10625	80.86536	30.387035	12.887546	92.54904	24.583973
ENSG00000007168	1964.8192	1593.4531	2240.3286	1611.7504	1876.8053	1941.5991	2507.3257	1893.6313	1520.7451	1629.2719
ENSG00000007171	2.1348715	3.647717	0.9109258	0.0	0.0	0.0	0.0	1.8341056	1.0861934	0.0
ENSG00000007174	1.5236202	2.8934295	3.0162084	2.6808949	0.0	0.78225416	3.1377454	3.669132	0.0	2.1405985
ENSG00000007202	4491.8657	4405.8	3380.9714	3251.6453	5357.9507	4024.4265	3456.3164	3916.1316	3489.6653	2857.9954
ENSG00000007216	1.8077631	0.0	0.0	0.0	0.71790665	0.0	0.0	0.0	0.8865124	0.0
ENSG00000007237	456.76242	4440.113	4296.814	7406.061	744.04364	2991.6377	2040.146	8763.195	3272.0728	2654.9275
ENSG00000007255	119.16826	325.3996	219.68434	150.44566	159.13681	288.40082	245.78163	161.93648	323.7144	187.92181
ENSG00000007264	25.37692	26.303614	3.8517473	19.67435	39.50761	32.9013	5.782563	7.346533	15.317777	3.7535908
ENSG00000007306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000007312	43.06618	1457.4395	1899.8331	70.50281	44.56638	1677.19	2518.6213	63.23365	1857.3318	1214.3722
ENSG00000007314	3.8859363	8.89964	0.985299	0.0	0.0	7.933557	0.9982466	0.0	3.947159	0.99855685
ENSG00000007341	90.72987	66.815414	108.57123	32.344902	99.67989	65.556625	160.54774	46.380814	86.949486	59.517864
ENSG00000007350	7.6897254	4.3887525	14.406835	10.796442	3.7503192	8.56335	25.668997	2.4667485	25.192654	8.715154
ENSG00000007372	7.4362288	5.958684	2.6970463	1.8279464	5.196408	6.022148	1.7841094	2.5179937	0.2743013	5.052987
ENSG00000007376	267.64325	362.70923	342.63336	365.72406	352.1781	328.1168	501.6598	443.66995	400.86304	286.15143
ENSG00000007384	7.249013	4.6685486	5.563127	3.8086495	3.4768848	7.36932	0.8103034	1.2792367	2.462256	5.653507
ENSG00000007392	716.7797	544.35364	620.36273	448.95676	643.3788	876.2665	678.3428	580.34143	722.9928	517.5934
ENSG00000007402	14.443556	6.278148	8.024963	6.452949	14.73736	11.636417	16.813068	14.587171	13.618462	11.253375
ENSG00000007516	29.595146	598.5125	12.269744	15.323216	36.091686	397.09317	2.308284	9.0797415	796.66486	24.987633
ENSG00000007520	169.85007	255.29106	459.59238	240.68877	197.27599	256.59702	422.8064	243.92453	314.98	410.97614
ENSG00000007541	296.17322	404.7987	461.21622	283.1369	699.72656	225.40373	231.57623	191.5097	208.74757	263.28098
ENSG00000007545	1113.1118	707.0533	789.5754	603.7666	1036.2085	766.45435	655.55646	624.55927	723.95996	521.401
ENSG00000007866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962746	0.0
ENSG00000007908	0.34919477	0.8917444	0.0	0.0	4.460149	0.0	0.0	0.0	0.0	0.0
ENSG00000007923	342.24152	289.5472	389.23718	231.65999	289.23135	424.451	403.01074	217.41122	348.1539	313.53506
ENSG00000007933	7.9220138	7.5263567	6.42011	4.2433033	10.045024	7.4487543	8.542175	9.012895	5.310751	10.68697
ENSG00000007944	1651.4342	854.27637	934.88055	566.9143	1471.7365	864.2928	1315.8838	632.55817	836.34265	1112.8287
ENSG00000007952	0.0	0.0	0.0	0.0	0.0	0.0	0.9838054	0.0	2.0075653	0.9940186
ENSG00000007968	192.38542	60.42879	392.58255	462.4861	270.2099	110.185776	559.20294	787.1406	143.4902	483.32324
ENSG00000008018	770.7331	1380.1663	1776.5	1201.2537	827.64777	1264.2047	1929.3677	1263.7274	1455.038	1461.5289
ENSG00000008056	3.092619	70.85327	161.99545	70.37451	6.307068	58.341854	157.02841	24.358536	51.771503	54.85964
ENSG00000008083	2115.2432	1820.4496	1052.4991	2505.0044	2924.3928	2056.2783	1200.0187	2681.9922	2020.7896	1111.9811
ENSG00000008086	293.18588	167.26398	164.57518	158.05469	269.52023	199.30606	208.95949	116.992165	145.01048	200.13165
ENSG00000008118	0.0	0.0	0.0	0.9757843	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008128	1420.5636	937.49066	973.9991	1063.2516	1618.4252	1270.2677	829.0382	1061.2925	436.78336	380.67548
ENSG00000008130	3601.3823	1227.5018	2851.3967	1854.5931	4644.029	1097.6229	2691.7112	3095.3345	1327.6785	2865.0386
ENSG00000008196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008226	37.03063	37.34135	185.5365	304.554	71.54062	58.140167	43.04667	39.486923	49.43144	42.206432
ENSG00000008256	795.9219	302.49063	277.682	237.43182	580.8444	242.838	327.61124	230.21358	287.61914	282.8203
ENSG00000008277	115.640144	34.512985	4.3046107	5.901447	201.73654	13.702954	12.796669	2.5324721	9.542185	5.990701
ENSG00000008282	788.19684	722.66156	760.94543	682.4261	817.32385	842.5244	633.0955	621.85626	856.4114	490.39655
ENSG00000008283	27.570066	89.59557	539.1959	199.00932	25.205109	93.96447	364.53015	112.73133	150.04137	509.20474
ENSG00000008294	1688.9524	1735.0446	1279.896	1858.3411	1505.2272	1405.2853	1068.9552	1560.357	1339.5582	992.2559
ENSG00000008300	78.33226	76.56323	120.52798	121.94928	138.25795	169.84218	297.0067	122.02959	167.15683	113.29761
ENSG00000008311	56.881752	11.769842	1.3568554	9.664738	66.59764	32.368847	10.2601	7.358621	17.743294	2.294073
ENSG00000008323	15.614293	8.127775	8.261865	6.37396	15.467565	18.154602	5.740592	9.538389	7.491496	7.258045
ENSG00000008324	123.949066	341.5577	156.48929	141.65227	108.8421	314.84967	208.0945	159.23941	290.71515	117.978485
ENSG00000008382	107.14771	140.0075	285.14227	230.69087	94.23268	292.37366	278.58087	190.72044	158.33763	306.16345
ENSG00000008394	19.920128	16.784243	30.812893	278.44492	24.961103	82.143974	48.853493	305.22354	128.61456	16.922388
ENSG00000008405	441.21378	143.08775	336.13422	170.3715	417.06186	288.42047	309.2584	97.745056	116.30838	151.61107
ENSG00000008438	1.950353	0.0	0.0	1.9792095	0.9887479	0.0	0.0	0.9868936	0.0	2.9349957
ENSG00000008441	11.434371	70.308846	183.33061	189.93642	31.049461	18.586525	117.92501	57.70977	91.578926	207.59924
ENSG00000008513	3099.447	1527.3345	5723.2163	2512.3943	2799.2283	958.41925	3857.4143	2165.5337	1369.3872	2914.8882
ENSG00000008516	10497.106	115.40625	44.96489	231.97472	7350.3545	95.97551	69.16275	342.63275	91.65771	20.89494
ENSG00000008517	162.7265	1.9908576	142.80304	3.1199737	129.14252	17.726202	395.35165	16.349663	8.7885065	71.79904
ENSG00000008710	2341.0923	2323.0032	2185.3096	2084.2544	2288.9082	2007.1843	1655.5375	1519.9552	1699.629	1342.9202
ENSG00000008735	11.811309	5.4640985	6.4373965	10.900808	16.755836	19.327665	8.323615	18.257784	11.907319	1.9038147
ENSG00000008838	586.61554	610.5999	601.0122	404.5139	765.84595	862.31525	585.7698	518.174	753.6967	536.683
ENSG00000008853	332.21658	223.749	130.27402	117.826485	159.15862	353.01645	198.90958	92.20063	234.61775	146.24202
ENSG00000008869	946.9006	1184.885	322.01364	434.07382	1477.4202	1202.0048	267.2982	483.08252	1594.8748	432.09164
ENSG00000008952	811.434	876.79425	1076.4873	1389.169	1104.4161	1229.567	1188.9098	1539.1201	836.2584	698.9993
ENSG00000008988	7718.475	16312.235	9030.719	6864.3813	8162.4614	14690.143	9770.338	7237.54	15176.659	7118.7407
ENSG00000009307	7253.675	8157.8276	8632.049	8389.519	7972.721	8002.8267	8208.656	8755.549	7439.8003	7006.331
ENSG00000009335	681.3053	1298.0392	1306.9415	885.31683	791.27795	971.7859	1183.2043	889.73126	952.494	885.5351
